candidate_id,candidate_key,first_name,incumbent,last_name,name_display,order,party_id,percent,percent_display,seat,state_id,votes,winner,winner2,uncontested,party_id2,state_seat_count,district_vote_count,state_vote_count,district_candidate_count,wasted_votes
squier-65693,squierm,Marcia,False,Squier,Marcia Squier,4,green,1.2,1.2,14,MI,3843,False,0,0,other,14,310974,4670796,4,3843
walz-51531,walzt,Tim,True,Walz,Tim Walz,2,democrat,50.4,50.4,1,MN,169074,True,1,0,democrat,8,335600,2856056,4,1273
hagedorn-63961,hagedornj,Jim,False,Hagedorn,Jim Hagedorn,1,republican,49.6,49.6,1,MN,166526,False,0,0,republican,8,335600,2856056,4,166526
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,MN,0,False,0,0,other,8,335600,2856056,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,MN,0,False,0,0,other,8,335600,2856056,4,0
lewis-65484,lewisj,Jason,False,Lewis,Jason Lewis,1,republican,47.0,47.0,2,MN,173970,True,1,0,republican,8,370154,2856056,3,-11108
craig-65481,craiga,Angie,False,Craig,Angie Craig,2,democrat,45.2,45.2,2,MN,167315,False,0,0,democrat,8,370154,2856056,3,167315
overby-63963,overbyp,Paula,False,Overby,Paula Overby,3,independence,7.8,7.8,2,MN,28869,False,0,0,other,8,370154,2856056,3,28869
paulsen-55233,paulsene,Erik,True,Paulsen,Erik Paulsen,1,republican,56.9,56.9,3,MN,223077,True,1,0,republican,8,392320,2856056,4,26916
bonoff-65486,bonofft,Terri,False,Bonoff,Terri Bonoff,2,democrat,43.1,43.1,3,MN,169243,False,0,0,democrat,8,392320,2856056,4,169243
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,MN,0,False,0,0,other,8,392320,2856056,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,MN,0,False,0,0,other,8,392320,2856056,4,0
mccollum-989,mccollumb,Betty,True,McCollum,Betty McCollum,2,democrat,57.8,57.8,4,MN,203299,True,1,0,democrat,8,351483,2856056,3,27557
ryan-65488,ryang,Greg,False,Ryan,Greg Ryan,1,republican,34.4,34.4,4,MN,121032,False,0,0,republican,8,351483,2856056,3,121032
pendergast-sindt-65496,pendergast_sindts,Susan,False,Pendergast Sindt,Susan Pendergast Sindt,3,independent,7.7,7.7,4,MN,27152,False,0,0,other,8,351483,2856056,3,27152
ellison-55265,ellisonk,Keith,True,Ellison,Keith Ellison,2,democrat,69.2,69.2,5,MN,249964,True,1,0,democrat,8,361383,2856056,3,69272
drake-65490,drakef,Frank,False,Drake,Frank Drake,1,republican,22.3,22.3,5,MN,80660,False,0,0,republican,8,361383,2856056,3,80660
schuller-65541,schullerd,Dennis,False,Schuller,Dennis Schuller,3,independent,8.5,8.5,5,MN,30759,False,0,0,other,8,361383,2856056,3,30759
emmer-60721,emmert,Tom,True,Emmer,Tom Emmer,1,republican,65.7,65.7,6,MN,235380,True,1,0,republican,8,358388,2856056,4,56185
snyder-65492,snyderd,David,False,Snyder,David Snyder,2,democrat,34.3,34.3,6,MN,123008,False,0,0,democrat,8,358388,2856056,4,123008
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,MN,0,False,0,0,other,8,358388,2856056,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,MN,0,False,0,0,other,8,358388,2856056,4,0
peterson-1333,petersonc,Collin,True,Peterson,Collin C. Peterson,2,democrat,52.5,52.5,7,MN,173589,True,1,0,democrat,8,330541,2856056,4,8318
hughes-65495,hughesd,Dave,False,Hughes,Dave Hughes,1,republican,47.5,47.5,7,MN,156952,False,0,0,republican,8,330541,2856056,4,156952
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,MN,0,False,0,0,other,8,330541,2856056,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,MN,0,False,0,0,other,8,330541,2856056,4,0
nolan-62587,nolanr,Rick,True,Nolan,Rick Nolan,2,democrat,50.3,50.3,8,MN,179098,True,1,0,democrat,8,356187,2856056,4,1004
mills-63971,millss,Stewart,False,Mills,Stewart Mills,1,republican,49.7,49.7,8,MN,177089,False,0,0,republican,8,356187,2856056,4,177089
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,MN,0,False,0,0,other,8,356187,2856056,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,MN,0,False,0,0,other,8,356187,2856056,4,0
clay-1337,clayl,Lacy,True,Clay,William Lacy Clay,1,democrat,75.5,75.5,1,MO,236993,True,1,0,democrat,8,314024,2750063,3,79980
bailey-65386,baileys,Steven,False,Bailey,Steven Bailey,2,republican,20.0,20.0,1,MO,62714,False,0,0,republican,8,314024,2750063,3,62714
cunningham-51610,cunninghamr,Robb,False,Cunningham,Robb Cunningham,3,libertarian,4.6,4.6,1,MO,14317,False,0,0,other,8,314024,2750063,3,14317
wagner-62594,wagnera,Ann,True,Wagner,Ann Wagner,2,republican,58.5,58.5,2,MO,241954,True,1,0,republican,8,413296,2750063,4,35305
otto-65409,ottob,Bill,False,Otto,Bill Otto,1,democrat,37.7,37.7,2,MO,155689,False,0,0,democrat,8,413296,2750063,4,155689
higgins-1338,higginsj,Jim,False,Higgins,Jim Higgins,3,libertarian,2.8,2.8,2,MO,11758,False,0,0,other,8,413296,2750063,4,11758
arnold-65816,arnoldd,David,False,Arnold,David Arnold,4,green,0.9,0.9,2,MO,3895,False,0,0,other,8,413296,2750063,4,3895
luetkemeyer-55466,luetkemeyerb,Blaine,True,Luetkemeyer,Blaine Luetkemeyer,2,republican,67.8,67.8,3,MO,249865,True,1,0,republican,8,368323,2750063,4,65703
miller-65410,millerk,Kevin,False,Miller,Kevin Miller,1,democrat,27.9,27.9,3,MO,102891,False,0,0,democrat,8,368323,2750063,4,102891
hogan-65388,hogand,Dan,False,Hogan,Dan Hogan,3,libertarian,3.2,3.2,3,MO,11962,False,0,0,other,8,368323,2750063,4,11962
simmons-65389,simmonsd,Doanita,False,Simmons,Doanita Simmons,4,constitution,1.0,1.0,3,MO,3605,False,0,0,other,8,368323,2750063,4,3605
hartzler-29019,hartzlerv,Vicky,True,Hartzler,Vicky Hartzler,2,republican,67.8,67.8,4,MO,225348,True,1,0,republican,8,332234,2750063,3,59230
christensen-65390,christenseng,Gordon,False,Christensen,Gordon Christensen,1,democrat,27.8,27.8,4,MO,92510,False,0,0,democrat,8,332234,2750063,3,92510
bliss-65391,blissm,Mark,False,Bliss,Mark Bliss,3,libertarian,4.3,4.3,4,MO,14376,False,0,0,other,8,332234,2750063,3,14376
cleaver-50040,cleavere,Emanuel,True,Cleaver,Emanuel Cleaver II,1,democrat,58.8,58.8,5,MO,190766,True,1,0,democrat,8,324270,2750063,3,28630
turk-51614,turkj,Jacob,False,Turk,Jacob Turk,2,republican,38.2,38.2,5,MO,123771,False,0,0,republican,8,324270,2750063,3,123771
welborn-64298,welbornr,Roy,False,Welborn,Roy Welborn,3,libertarian,3.0,3.0,5,MO,9733,False,0,0,other,8,324270,2750063,3,9733
graves-1342,gravess,Sam,True,Graves,Sam Graves,2,republican,68.0,68.0,6,MO,238388,True,1,0,republican,8,350444,2750063,4,63165
blackwell-65411,blackwelld,David,False,Blackwell,David Blackwell,1,democrat,28.4,28.4,6,MO,99692,False,0,0,democrat,8,350444,2750063,4,99692
monchil-62425,monchilr,Russ,False,Monchil,Russ Monchil,3,libertarian,2.3,2.3,6,MO,8123,False,0,0,other,8,350444,2750063,4,8123
diel-65817,dielm,Mike,False,Diel,Mike Diel,4,green,1.2,1.2,6,MO,4241,False,0,0,other,8,350444,2750063,4,4241
long-61089,longb,Billy,True,Long,Billy Long,2,republican,67.5,67.5,7,MO,228692,True,1,0,republican,8,338601,2750063,3,59391
williams-64303,williamsg,Genevieve,False,Williams,Genevieve Williams,1,democrat,27.4,27.4,7,MO,92756,False,0,0,democrat,8,338601,2750063,3,92756
brixey-65402,brixeyb,Benjamin,False,Brixey,Benjamin Brixey,3,libertarian,5.1,5.1,7,MO,17153,False,0,0,other,8,338601,2750063,3,17153
smith-62802,smithj,Jason,True,Smith,Jason Smith,2,republican,74.4,74.4,8,MO,229792,True,1,0,republican,8,308871,2750063,3,75356
cowell-65403,cowelld,Dave,False,Cowell,Dave Cowell,1,democrat,22.7,22.7,8,MO,70009,False,0,0,democrat,8,308871,2750063,3,70009
shell-65405,shellj,Jonathan,False,Shell,Jonathan Shell,3,libertarian,2.9,2.9,8,MO,9070,False,0,0,other,8,308871,2750063,3,9070
kelly-64498,kellyt,Trent,True,Kelly,Trent Kelly,1,republican,68.7,68.7,1,MS,206455,True,1,0,republican,4,300423,1182273,4,56243
owens-64682,owensj,Jacob,False,Owens,Jacob Owens,2,democrat,27.9,27.9,1,MS,83947,False,0,0,democrat,4,300423,1182273,4,83947
wilson-65501,wilsonc,Chase,False,Wilson,Chase Wilson,4,libertarian,2.1,2.1,1,MS,6181,False,0,0,other,4,300423,1182273,4,6181
toole-64537,toolec,Cathy,False,Toole,Cathy Toole,3,reform,1.3,1.3,1,MS,3840,False,0,0,other,4,300423,1182273,4,3840
thompson-1335,thompsonb,Bennie,True,Thompson,Bennie Thompson,2,democrat,67.1,67.1,2,MS,192343,True,1,0,democrat,4,286626,1182273,4,49029
bouie-64684,bouiej,John,False,Bouie,John Bouie,1,republican,29.1,29.1,2,MS,83542,False,0,0,republican,4,286626,1182273,4,83542
ray-64225,rayt,Troy,False,Ray,Troy Ray,4,independent,2.4,2.4,2,MS,6918,False,0,0,other,4,286626,1182273,4,6918
mcleod-65502,mcleodj,Johnny,False,McLeod,Johnny McLeod,3,reform,1.3,1.3,2,MS,3823,False,0,0,other,4,286626,1182273,4,3823
harper-57825,harperg,Gregg,True,Harper,Gregg Harper,1,republican,66.2,66.2,3,MS,209490,True,1,0,republican,4,316445,1182273,4,51267
quinn-63543,quinnd,Dennis,False,Quinn,Dennis Quinn,2,democrat,30.4,30.4,3,MS,96101,False,0,0,democrat,4,316445,1182273,4,96101
gerrard-64227,gerrardr,Roger,False,Gerrard,Roger Gerrard,3,veterans-party-of-america,2.7,2.7,3,MS,8696,False,0,0,other,4,316445,1182273,4,8696
sheets-65503,sheetsl,Lajena,False,Sheets,Lajena Sheets,4,reform,0.7,0.7,3,MS,2158,False,0,0,other,4,316445,1182273,4,2158
palazzo-60439,palazzos,Steven,True,Palazzo,Steven M. Palazzo,2,republican,65.0,65.0,4,MS,181323,True,1,0,republican,4,278779,1182273,4,41933
gladney-64686,gladneym,Mark,False,Gladney,Mark Gladney,1,democrat,27.8,27.8,4,MS,77505,False,0,0,democrat,4,278779,1182273,4,77505
mccluskey-65504,mccluskeyr,Richard,False,McCluskey,Richard McCluskey,3,libertarian,5.3,5.3,4,MS,14687,False,0,0,other,4,278779,1182273,4,14687
ohara-28217,oharas,Shawn,False,O'Hara,Shawn O'Hara,4,reform,1.9,1.9,4,MS,5264,False,0,0,other,4,278779,1182273,4,5264
zinke-63730,zinker,Ryan,True,Zinke,Ryan Zinke,2,republican,56.2,56.2,1,MT,285358,True,1,0,republican,1,507831,507831,3,31442
juneau-65129,juneaud,Denise,False,Juneau,Denise Juneau,1,democrat,40.5,40.5,1,MT,205919,False,0,0,democrat,1,507831,507831,3,205919
breckenridge-65829,breckenridger,Rick,False,Breckenridge,Rick Breckenridge,3,libertarian,3.3,3.3,1,MT,16554,False,0,0,other,1,507831,507831,3,16554
butterfield-34352,butterfieldg,G.K.,True,Butterfield,G.K. Butterfield,2,democrat,68.6,68.6,1,NC,240661,True,1,0,democrat,13,350699,4598458,3,65311
dew-64971,dewh,H. Powell,False,Dew,H. Powell Dew,1,republican,29.0,29.0,1,NC,101567,False,0,0,republican,13,350699,4598458,3,101567
summerell-65331,summerellj,J.J.,False,Summerell,J.J. Summerell,3,libertarian,2.4,2.4,1,NC,8471,False,0,0,other,13,350699,4598458,3,8471
holding-61779,holdingg,George,True,Holding,George Holding,1,republican,56.7,56.7,2,NC,221485,True,1,0,republican,13,390567,4598458,4,26201
mcneil-64748,mcneilj,John,False,McNeil,John McNeil,2,democrat,43.3,43.3,2,NC,169082,False,0,0,democrat,13,390567,4598458,4,169082
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,NC,0,False,0,0,other,13,390567,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,2,NC,0,False,0,0,other,13,390567,4598458,4,0
jones-1362,jonesw,Walter,True,Jones,Walter B. Jones,1,republican,67.2,67.2,3,NC,217531,True,1,0,republican,13,323701,4598458,4,55680
reeves-63303,reevese,Ernest,False,Reeves,Ernest Reeves,2,democrat,32.8,32.8,3,NC,106170,False,0,0,democrat,13,323701,4598458,4,106170
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NC,0,False,0,0,other,13,323701,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NC,0,False,0,0,other,13,323701,4598458,4,0
price-450,priced,David,True,Price,David E. Price,2,democrat,68.2,68.2,4,NC,279380,True,1,0,democrat,13,409541,4598458,4,74609
googe-64736,googes,Sue,False,Googe,Sue Googe,1,republican,31.8,31.8,4,NC,130161,False,0,0,republican,13,409541,4598458,4,130161
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,NC,0,False,0,0,other,13,409541,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,4,NC,0,False,0,0,other,13,409541,4598458,4,0
foxx-1877,foxxv,Virginia,True,Foxx,Virginia Foxx,1,republican,58.4,58.4,5,NC,207625,True,1,0,republican,13,355512,4598458,4,29868
brannon-63385,brannonj,Josh,False,Brannon,Josh Brannon,2,democrat,41.6,41.6,5,NC,147887,False,0,0,democrat,13,355512,4598458,4,147887
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,NC,0,False,0,0,other,13,355512,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,5,NC,0,False,0,0,other,13,355512,4598458,4,0
walker-63389,walkerm,Mark,True,Walker,Mark Walker,1,republican,59.2,59.2,6,NC,207983,True,1,0,republican,13,351150,4598458,4,32407
glidewell-64739,glidewellp,Pete,False,Glidewell,Pete Glidewell,2,democrat,40.8,40.8,6,NC,143167,False,0,0,democrat,13,351150,4598458,4,143167
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,NC,0,False,0,0,other,13,351150,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,6,NC,0,False,0,0,other,13,351150,4598458,4,0
rouzer-35605,rouzerd,David,True,Rouzer,David Rouzer,1,republican,60.9,60.9,7,NC,211801,True,1,0,republican,13,347706,4598458,4,37947
casteen-63398,casteenj,J. Wesley,False,Casteen,J. Wesley Casteen,2,democrat,39.1,39.1,7,NC,135905,False,0,0,democrat,13,347706,4598458,4,135905
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,NC,0,False,0,0,other,13,347706,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,7,NC,0,False,0,0,other,13,347706,4598458,4,0
hudson-61758,hudsonr,Richard,True,Hudson,Richard Hudson,1,republican,58.8,58.8,8,NC,189863,True,1,0,republican,13,323045,4598458,4,28340
mills-64741,millst,Thomas,False,Mills,Thomas Mills,2,democrat,41.2,41.2,8,NC,133182,False,0,0,democrat,13,323045,4598458,4,133182
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,NC,0,False,0,0,other,13,323045,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,8,NC,0,False,0,0,other,13,323045,4598458,4,0
pittenger-56030,pittengerr,Robert,True,Pittenger,Robert Pittenger,1,republican,58.2,58.2,9,NC,193452,True,1,0,republican,13,332493,4598458,4,27205
cano-64742,canoc,Christian,False,Cano,Christian Cano,2,democrat,41.8,41.8,9,NC,139041,False,0,0,democrat,13,332493,4598458,4,139041
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,NC,0,False,0,0,other,13,332493,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,9,NC,0,False,0,0,other,13,332493,4598458,4,0
mchenry-35265,mchenryp,Patrick,True,McHenry,Patrick T. McHenry,1,republican,63.1,63.1,10,NC,220825,True,1,0,republican,13,349744,4598458,4,45952
millard-64744,millarda,Andy,False,Millard,Andy Millard,2,democrat,36.9,36.9,10,NC,128919,False,0,0,democrat,13,349744,4598458,4,128919
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,NC,0,False,0,0,other,13,349744,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,10,NC,0,False,0,0,other,13,349744,4598458,4,0
meadows-61773,meadowsm,Mark,True,Meadows,Mark Meadows,1,republican,64.1,64.1,11,NC,230405,True,1,0,republican,13,359508,4598458,4,50650
bryson-64745,brysonr,Rick,False,Bryson,Rick Bryson,2,democrat,35.9,35.9,11,NC,129103,False,0,0,democrat,13,359508,4598458,4,129103
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,NC,0,False,0,0,other,13,359508,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,11,NC,0,False,0,0,other,13,359508,4598458,4,0
adams-55929,adamsa,Alma,True,Adams,Alma Adams,2,democrat,67.0,67.0,12,NC,234115,True,1,0,democrat,13,349300,4598458,4,59464
threatt-63409,threattl,Leon,False,Threatt,Leon Threatt,1,republican,33.0,33.0,12,NC,115185,False,0,0,republican,13,349300,4598458,4,115185
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,NC,0,False,0,0,other,13,349300,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,12,NC,0,False,0,0,other,13,349300,4598458,4,0
budd-64970,buddt,Ted,False,Budd,Ted Budd,1,republican,56.1,56.1,13,NC,199443,True,1,0,republican,13,355492,4598458,4,21696
davis-63388,davisb,Bruce,False,Davis,Bruce Davis,2,democrat,43.9,43.9,13,NC,156049,False,0,0,democrat,13,355492,4598458,4,156049
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,NC,0,False,0,0,other,13,355492,4598458,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,13,NC,0,False,0,0,other,13,355492,4598458,4,0
cramer-62068,cramerk,Kevin,True,Cramer,Kevin Cramer,2,republican,69.2,69.2,1,ND,233980,True,1,0,republican,1,337885,337885,3,65037
iron-eyes-64940,iron_eyesc,Chase,False,Iron Eyes,Chase Iron Eyes,1,democrat,23.8,23.8,1,ND,80377,False,0,0,democrat,1,337885,337885,3,80377
seaman-63832,seamanj,Jack,False,Seaman,Jack Seaman,3,libertarian,7.0,7.0,1,ND,23528,False,0,0,other,1,337885,337885,3,23528
fortenberry-49989,fortenberryj,Jeff,True,Fortenberry,Jeff Fortenberry,1,republican,69.5,69.5,1,NE,189771,True,1,0,republican,3,273238,748728,4,53151
wik-64837,wikd,Daniel,False,Wik,Daniel Wik,2,democrat,30.5,30.5,1,NE,83467,False,0,0,democrat,3,273238,748728,4,83467
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,NE,0,False,0,0,other,3,273238,748728,4,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,1,NE,0,False,0,0,other,3,273238,748728,4,0
bacon-64838,bacond,Don,False,Bacon,Don Bacon,1,republican,48.9,48.9,2,NE,141066,True,1,0,republican,3,288308,748728,3,-3089
ashford-63450,ashfordb,Brad,True,Ashford,Brad Ashford,2,democrat,47.7,47.7,2,NE,137602,False,0,0,democrat,3,288308,748728,3,137602
laird-59388,lairds,Steven,False,Laird,Steven Laird,3,libertarian,3.3,3.3,2,NE,9640,False,0,0,other,3,288308,748728,3,9640
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NE,0,False,0,0,democrat,3,187182,748728,3,0
dummy,dummy,dummy,False,dummy,dummy,0,dummy,0.0,0.0,3,NE,0,False,0,0,other,3,187182,748728,3,0
smith-30010,smitha,Adrian,True,Smith,Adrian Smith,1,republican,100.0,100.0,3,NE,187182,True,1,1,republican,3,187182,748728,3,93590
shea-porter-53539,shea_porterc,Carol,False,Shea-Porter,Carol Shea-Porter,5,democrat,44.3,44.3,1,NH,162080,True,1,0,democrat,2,365572,715844,5,-20707
guinta-61212,guintaf,Frank,True,Guinta,Frank C. Guinta,1,republican,43.0,43.0,1,NH,157176,False,0,0,republican,2,365572,715844,5,157176
oconnor-65444,oconnors,Shawn,False,O'Connor,Shawn O'Connor,4,independent,9.5,9.5,1,NH,34735,False,0,0,other,2,365572,715844,5,34735
kelly-62708,kellyb,Brendan,False,Kelly,Brendan Kelly,2,independent,1.7,1.7,1,NH,6074,False,0,0,other,2,365572,715844,5,6074
lombardo-65447,lombardor,Robert,False,Lombardo,Robert Lombardo,3,libertarian,1.5,1.5,1,NH,5507,False,0,0,other,2,365572,715844,5,5507
kuster-61213,kustera,Ann,True,Kuster,Ann McLane Kuster,2,democrat,49.8,49.8,2,NH,174371,True,1,0,democrat,2,350272,715844,3,-766
lawrence-56432,lawrencej,Jim,False,Lawrence,Jim Lawrence,3,republican,45.3,45.3,2,NH,158825,False,0,0,republican,2,350272,715844,3,158825
babiarz-1072,babiarzj,John,False,Babiarz,John Babiarz,1,independent,4.9,4.9,2,NH,17076,False,0,0,other,2,350272,715844,3,17076
norcross-63457,norcrossd,Donald,True,Norcross,Donald Norcross,1,democrat,60.0,60.0,1,NJ,183231,True,1,0,democrat,12,305473,3463311,5,30494
patterson-65128,pattersonb,Bob,False,Patterson,Bob Patterson,2,republican,36.8,36.8,1,NJ,112388,False,0,0,republican,12,305473,3463311,5,112388
tomaszewski-63892,tomaszewskis,Scot,False,Tomaszewski,Scot Tomaszewski,4,independent,1.8,1.8,1,NJ,5473,False,0,0,other,12,305473,3463311,5,5473
sihr-65704,sihrw,William,False,Sihr,William Sihr,5,libertarian,0.8,0.8,1,NJ,2410,False,0,0,other,12,305473,3463311,5,2410
berman-63890,bermanm,Mike,False,Berman,Mike Berman,3,independent,0.6,0.6,1,NJ,1971,False,0,0,other,12,305473,3463311,5,1971
lobiondo-371,lobiondof,Frank,True,LoBiondo,Frank A. LoBiondo,2,republican,59.2,59.2,2,NJ,176338,True,1,0,republican,12,297795,3463311,7,27440
cole-63458,coled,David,False,Cole,David Cole,1,democrat,37.2,37.2,2,NJ,110838,False,0,0,democrat,12,297795,3463311,7,110838
ordille-62573,ordillej,John,False,Ordille,John Ordille,7,libertarian,1.3,1.3,2,NJ,3773,False,0,0,other,12,297795,3463311,7,3773
keenan-65355,keenanj,James,False,Keenan,James Keenan,6,independent,0.9,0.9,2,NJ,2653,False,0,0,other,12,297795,3463311,7,2653
fenichel-31103,fenichels,Steven,False,Fenichel,Steven Fenichel,4,independent,0.5,0.5,2,NJ,1574,False,0,0,other,12,297795,3463311,7,1574
beechwood-65356,beechwoode,Eric,False,Beechwood,Eric Beechwood,3,independent,0.5,0.5,2,NJ,1387,False,0,0,other,12,297795,3463311,7,1387
franco-65354,francog,Gabriel,False,Franco,Gabriel Franco,5,independent,0.4,0.4,2,NJ,1232,False,0,0,other,12,297795,3463311,7,1232
macarthur-63460,macarthurt,Tom,True,MacArthur,Tom MacArthur,2,republican,59.3,59.3,3,NJ,194596,True,1,0,republican,12,328060,3463311,3,30565
lavergne-62575,lavergnef,Frederick,False,LaVergne,Frederick LaVergne,1,democrat,38.9,38.9,3,NJ,127526,False,0,0,democrat,12,328060,3463311,3,127526
berlinski-65357,berlinskil,Lawrence,False,Berlinski,Lawrence Berlinski,3,constitution,1.8,1.8,3,NJ,5938,False,0,0,other,12,328060,3463311,3,5938
smith-1352,smithc,Chris,True,Smith,Christopher H. Smith,2,republican,63.7,63.7,4,NJ,211992,True,1,0,republican,12,332684,3463311,4,45649
phillipson-65114,phillipsonl,Lorna,False,Phillipson,Lorna Phillipson,1,democrat,33.5,33.5,4,NJ,111532,False,0,0,democrat,12,332684,3463311,4,111532
schroeder-63128,schroederh,Hank,False,Schroeder,Hank Schroeder,4,independent,1.8,1.8,4,NJ,5840,False,0,0,other,12,332684,3463311,4,5840
marcus-65359,marcusj,Jeremy,False,Marcus,Jeremy Marcus,3,libertarian,1.0,1.0,4,NJ,3320,False,0,0,other,12,332684,3463311,4,3320
gottheimer-65116,gottheimerj,Joshua,False,Gottheimer,Joshua Gottheimer,1,democrat,51.1,51.1,5,NJ,172587,True,1,0,democrat,12,337701,3463311,3,3736
garrett-556,garretts,Scott,True,Garrett,Scott Garrett,2,republican,46.7,46.7,5,NJ,157690,False,0,0,republican,12,337701,3463311,3,157690
belusic-65362,belusicc,Claudio,False,Belusic,Claudio Belusic,3,libertarian,2.2,2.2,5,NJ,7424,False,0,0,other,12,337701,3463311,3,7424
pallone-375,pallonef,Frank,True,Pallone,Frank Pallone Jr.,1,democrat,63.7,63.7,6,NJ,167895,True,1,0,democrat,12,263435,3463311,4,36177
sonnek-schmelz-65126,sonnek_schmelzb,Brent,False,Sonnek-Schmelz,Brent Sonnek-Schmelz,2,republican,34.9,34.9,6,NJ,91908,False,0,0,republican,12,263435,3463311,4,91908
malliah-65363,malliahr,Rajit,False,Malliah,Rajit Malliah,3,green,0.7,0.7,6,NJ,1912,False,0,0,other,12,263435,3463311,4,1912
shamy-65364,shamyj,Judith,False,Shamy,Judith Shamy,4,libertarian,0.7,0.7,6,NJ,1720,False,0,0,other,12,263435,3463311,4,1720
lance-56743,lancel,Leonard,True,Lance,Leonard Lance,2,republican,54.1,54.1,7,NJ,185850,True,1,0,republican,12,343635,3463311,4,14032
jacob-65118,jacobp,Peter,False,Jacob,Peter Jacob,1,democrat,43.1,43.1,7,NJ,148188,False,0,0,democrat,12,343635,3463311,4,148188
oneill-65372,oneilld,Dan,False,O'Neill,Dan O'Neill,4,libertarian,1.6,1.6,7,NJ,5343,False,0,0,other,12,343635,3463311,4,5343
haussmann-65365,haussmanna,Arthur,False,Haussmann,Arthur Haussmann,3,independent,1.2,1.2,7,NJ,4254,False,0,0,other,12,343635,3463311,4,4254
sires-56705,siresa,Albio,True,Sires,Albio Sires,1,democrat,77.0,77.0,8,NJ,134733,True,1,0,democrat,12,174889,3463311,4,47288
khan-65119,khana,Agha,False,Khan,Agha Khan,2,republican,18.5,18.5,8,NJ,32337,False,0,0,republican,12,174889,3463311,4,32337
olivera-62581,oliverap,Pablo,False,Olivera,Pablo Olivera,4,independent,2.5,2.5,8,NJ,4381,False,0,0,other,12,174889,3463311,4,4381
delaney-65366,delaneyd,Dan,False,Delaney,Dan Delaney,3,libertarian,2.0,2.0,8,NJ,3438,False,0,0,other,12,174889,3463311,4,3438
pascrell-378,pascrellb,Bill,True,Pascrell,Bill Pascrell Jr.,1,democrat,69.7,69.7,9,NJ,162642,True,1,0,democrat,12,233242,3463311,4,46020
castillo-51418,castilloh,Hector,False,Castillo,Hector Castillo,2,republican,28.0,28.0,9,NJ,65376,False,0,0,republican,12,233242,3463311,4,65376
rivera-65367,riverad,Diego,False,Rivera,Diego Rivera,4,libertarian,1.4,1.4,9,NJ,3327,False,0,0,other,12,233242,3463311,4,3327
boss-59593,bossj,Jeff,False,Boss,Jeff Boss,3,independent,0.8,0.8,9,NJ,1897,False,0,0,other,12,233242,3463311,4,1897
payne-jr-382,payne_jrd,Donald,True,Payne Jr.,Donald M. Payne Jr.,1,democrat,85.7,85.7,10,NJ,190856,True,1,0,democrat,12,222771,3463311,4,79470
